Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L,Road_City,Road_Highway,Road_Rural
CAR188,2.76,20,60.2,1993.0,21.8,0,1,259.3,0.3,0.37,22.9,2.622,1,0,0
CAR159,35.67,20,68.3,3373.0,27.8,0,0,255.7,0.47,3.5,227.36,33.8865,1,0,0
CAR140,14.26,10,45.3,2172.0,20.6,0,2,148.8,0.35,3.0,132.45,13.547,1,0,0
CAR050,20.34,20,58.6,2797.0,29.4,1,0,80.1,0.25,2.7,141.92,19.323,1,0,0
CAR068,31.05,20,36.2,2336.0,29.8,1,2,349.7,0.3,3.28,103.79,17.714,1,0,0
CAR089,38.4,10,60.3,2604.0,14.4,0,1,383.9,0.75,2.25,135.91,18.35,1,0,0
CAR091,6.85,10,44.1,2257.0,14.4,0,1,86.3,0.82,1.15,51.23,6.507499999999999,1,0,0
CAR104,12.78,10,11.9,3369.0,31.4,1,0,286.0,0.16,4.27,48.03,6.308,1,0,0
CAR086,13.24,85,64.9,1499.0,31.9,1,2,263.5,0.76,1.07,70.81,12.578,1,0,0
CAR029,33.36,10,104.7,2093.0,25.8,0,1,259.3,0.09,0.42,44.1,4.521,0,1,0
CAR069,25.35,20,64.2,2337.0,14.2,1,2,362.4,0.86,3.84,253.93,24.0825,1,0,0
CAR050,43.38,85,100.1,1767.0,27.4,0,1,315.7,0.52,1.72,151.25,35.01175,1,0,0
CAR047,25.09,20,34.5,2694.0,34.2,0,1,299.6,0.45,0.65,22.71,3.537,0,0,1
CAR145,9.44,20,74.2,1845.0,13.9,0,1,337.6,0.22,0.33,22.3,3.078,0,1,0
CAR151,29.45,10,56.0,2273.0,40.4,1,0,395.5,0.77,2.89,147.79,21.951,0,0,1
CAR011,36.06,10,40.1,2271.0,25.9,0,2,224.6,0.6,3.6,145.49,18.636,0,1,0
CAR052,14.33,0,71.0,1290.0,32.9,0,1,209.5,0.39,0.98,66.43,6.253,1,0,0
CAR103,33.84,0,56.7,1693.0,33.5,1,0,161.5,0.37,1.55,87.51,7.171,0,0,1
CAR067,16.22,20,26.6,2820.0,38.4,1,0,313.0,0.75,0.5,12.76,2.276,1,0,0
CAR178,21.96,20,35.6,3070.0,29.7,0,1,238.3,0.27,4.29,143.07,20.063,0,1,0
CAR065,7.53,10,65.1,2156.0,19.0,1,1,297.9,0.48,3.23,195.13,7.1535,1,0,0
CAR009,33.29,10,61.1,3085.0,34.2,1,2,260.2,0.32,2.63,142.46,19.648,0,0,1
CAR075,18.6,85,32.2,2624.0,26.2,0,1,366.5,0.17,1.53,46.97,14.774,0,1,0
CAR062,31.13,20,52.8,2508.0,33.5,1,0,445.0,0.45,2.48,128.58,17.587,0,1,0
CAR053,44.67,20,39.4,2191.0,39.3,0,0,350.0,0.48,3.65,132.05,21.537,1,0,0
CAR109,12.64,10,24.7,700.0,24.5,1,1,259.3,0.43,1.36,29.14,3.717,1,0,0
CAR086,25.21,0,65.9,1608.0,18.4,0,0,198.0,0.67,3.01,171.23,14.804,1,0,0
CAR154,29.17,20,45.3,2471.0,26.6,0,1,391.5,0.75,2.13,84.42,13.056,1,0,0
CAR054,31.99,20,41.6,2924.0,19.6,0,0,347.9,0.49,2.55,103.26,17.329,1,0,0
CAR040,42.1,20,75.4,2005.0,17.2,0,2,265.7,0.5,1.09,78.33,12.671,0,0,1
CAR113,38.92,0,86.9,3078.0,28.4,0,0,253.2,0.52,0.9,78.17,6.541,0,1,0
CAR123,37.47,0,53.4,1403.0,36.1,1,0,82.1,0.58,3.98,185.57,14.345,0,1,0
CAR083,32.95,0,73.1,1370.0,27.85,0,0,317.9,0.13,2.0,147.39,10.65,1,0,0
CAR071,31.61,20,58.0,1709.0,30.3,0,0,376.9,0.17,1.47,89.21,10.571,0,1,0
CAR177,39.71,85,49.9,2147.0,27.85,1,1,207.4,0.38,4.27,223.57,35.01175,1,0,0
CAR112,22.07,20,19.3,2005.0,29.6,1,2,259.3,0.4,4.07,75.96,11.477,0,1,0
CAR146,44.72,0,34.0,1942.0,31.6,0,1,278.3,0.86,4.18,130.94,11.949,0,1,0
CAR094,7.24,10,32.3,2163.0,26.9,1,2,168.3,0.11,3.97,118.86,6.878,0,1,0
CAR142,39.1,20,36.4,1702.0,37.3,0,0,271.5,0.27,2.24,83.43,11.494,1,0,0
CAR139,32.62,10,19.6,3376.0,35.9,0,2,314.1,0.22,1.4,25.47,3.694,0,0,1
CAR011,27.89,20,180.0,1266.0,21.4,0,2,178.3,0.83,2.72,222.34,26.4955,0,0,1
CAR034,4.86,20,50.7,2089.0,33.2,0,1,139.9,0.31,1.49,74.99,4.617,0,0,1
CAR186,40.31,20,25.5,2028.0,26.9,1,0,281.3,0.8,0.7,16.06,2.444,0,0,1
CAR146,41.19,20,42.8,2287.0,22.1,1,1,219.6,0.58,2.62,101.27,17.808,1,0,0
CAR018,2.43,20,42.3,1594.0,31.5,0,2,377.0,0.8,1.2,50.98,2.3085,1,0,0
CAR079,18.13,20,42.4,2792.0,20.7,0,0,252.1,0.58,2.15,92.68,12.007,0,1,0
CAR188,21.71,20,95.3,2542.0,40.6,1,2,275.2,0.11,1.19,106.35,18.801,1,0,0
CAR113,16.19,10,66.3,1910.0,30.2,0,0,336.4,0.68,0.45,25.55,2.737,0,1,0
CAR072,25.8,10,32.4,2138.0,30.1,0,0,320.4,0.15,4.03,114.39,13.367,1,0,0
CAR125,44.34,20,33.5,2444.0,20.5,0,0,428.4,0.11,3.32,94.63,12.096,0,0,1
CAR090,26.02,10,35.7,811.0,12.2,0,2,144.5,0.63,2.37,73.88,10.474,1,0,0
CAR195,8.58,20,61.1,2242.0,24.8,0,2,295.4,0.73,2.56,139.98,8.151,1,0,0
CAR093,23.71,20,23.6,3287.0,26.5,0,1,404.2,0.13,1.36,28.57,4.524,1,0,0
CAR110,41.66,20,32.1,2340.0,22.8,1,1,332.3,0.79,1.37,43.44,6.832,0,1,0
CAR039,6.76,85,57.0,2380.0,26.9,1,1,298.8,0.42,3.9,222.99,6.422,0,1,0
CAR037,40.85,85,53.6,2561.0,19.2,1,0,102.4,0.35,1.57,72.67,22.322,0,1,0
CAR016,43.31,10,38.5,2819.0,22.7,0,1,246.0,0.65,0.7,26.96,3.682,1,0,0
CAR032,13.87,85,78.6,1932.0,32.5,1,2,172.2,0.66,3.55,251.1,13.1765,0,1,0
CAR078,35.65,10,17.6,2592.0,29.4,1,2,258.2,0.47,4.14,75.62,11.704,1,0,0
CAR056,19.53,10,72.8,1501.0,32.3,0,1,333.8,0.84,2.24,169.92,18.422,0,1,0
CAR039,16.32,10,66.5,3043.0,16.4,0,2,228.8,0.17,3.79,253.21,15.504,1,0,0
CAR017,42.91,10,26.7,1958.0,32.2,0,1,403.9,0.43,2.15,57.64,6.936,1,0,0
CAR069,15.73,85,50.5,1715.0,34.0,1,2,274.2,0.35,1.03,49.01,14.9435,1,0,0
CAR078,17.38,20,49.5,2296.0,23.2,0,2,234.2,0.2,0.32,15.65,2.194,0,1,0
CAR155,38.75,10,38.2,1943.0,39.5,0,1,187.5,0.73,1.74,63.08,8.126,0,0,1
CAR054,6.09,20,30.4,2104.0,15.5,1,2,353.5,0.84,2.46,68.87,5.7855,0,1,0
CAR124,27.84,20,15.1,1995.0,24.8,1,2,264.3,0.58,2.33,35.37,6.128,1,0,0
CAR160,4.41,10,28.3,1207.0,30.6,1,1,278.6,0.17,0.86,20.89,2.449,1,0,0
CAR096,21.08,10,59.1,2455.0,18.6,0,1,267.2,0.68,0.29,15.68,2.002,0,0,1
CAR037,4.65,10,61.3,2814.0,28.8,0,2,333.8,0.56,2.79,146.24,4.4175,0,1,0
CAR008,44.81,85,72.4,1379.0,26.5,1,0,286.2,0.83,2.01,128.33,35.01175,1,0,0
CAR096,13.59,20,38.6,1913.0,28.8,1,2,437.7,0.65,0.45,17.0,3.275,1,0,0
CAR186,26.84,20,37.8,2208.0,33.0,0,0,440.6,0.22,2.75,92.2,11.596,1,0,0
CAR157,36.19,20,19.8,2141.0,32.9,1,1,241.7,0.07,4.08,84.78,12.888,1,0,0
CAR188,42.67,20,61.6,1865.0,16.5,1,0,76.4,0.27,0.56,32.23,4.049,0,0,1
CAR030,34.9,20,63.9,1884.0,48.0,0,0,310.1,0.9,1.92,105.59,19.7,1,0,0
CAR115,22.84,0,19.4,2026.0,6.6,1,0,363.7,0.51,2.31,46.82,4.255,0,0,1
CAR011,11.88,20,50.0,2943.0,22.4,0,2,225.9,0.43,3.94,219.38,11.286,0,0,1
CAR019,34.19,10,59.0,2427.0,33.8,1,1,137.6,0.18,3.0,174.85,21.575,1,0,0
CAR007,41.24,10,37.7,3140.0,24.9,0,0,235.0,0.85,0.28,9.44,1.298,1,0,0
CAR067,14.25,85,60.3,2772.0,33.6,0,2,433.4,0.65,3.8,236.89,13.5375,0,1,0
CAR100,44.83,20,45.5,2122.0,31.5,0,2,432.3,0.35,1.71,70.46,11.765,0,0,1
CAR009,20.26,20,38.4,2225.0,23.7,1,1,346.4,0.61,3.75,128.13,19.247,1,0,0
CAR117,19.0,20,38.2,2173.0,18.0,0,2,125.0,0.07,0.6,20.18,3.062,1,0,0
CAR027,24.8,85,54.6,2518.0,26.5,1,2,242.2,0.55,2.67,133.81,23.56,1,0,0
CAR089,33.48,20,38.7,2071.0,28.5,1,1,268.6,0.41,1.5,51.52,8.309,1,0,0
CAR001,28.63,20,37.4,3024.0,32.3,1,1,251.9,0.07,1.36,52.34,8.319,1,0,0
CAR138,37.87,85,43.7,2135.0,25.0,0,2,230.7,0.4,1.24,47.9,16.666,1,0,0
CAR125,24.08,10,62.2,2375.0,48.0,0,2,141.5,0.31,3.25,201.67,22.876,1,0,0
CAR025,2.95,20,58.9,1385.0,17.6,1,2,419.1,0.87,2.86,166.48,2.8025,1,0,0
CAR077,26.19,10,37.0,2418.0,28.3,0,2,431.1,0.51,3.79,123.45,15.473,0,1,0
CAR171,16.34,10,15.3,2241.0,45.1,1,1,344.5,0.84,3.34,53.6,8.505,0,1,0
CAR017,17.33,85,50.3,1831.0,27.85,1,0,201.1,0.51,3.23,165.56,16.463499999999996,0,1,0
CAR015,40.79,20,15.0,1484.0,21.4,0,2,81.8,0.75,4.42,67.45,9.569,0,1,0
CAR083,29.05,10,63.4,700.0,35.1,0,2,119.9,0.19,0.69,40.44,4.444,1,0,0
CAR167,29.78,0,67.8,2631.0,24.0,1,2,113.1,0.84,4.28,263.11,28.291,1,0,0
CAR088,8.44,85,53.9,2889.0,23.0,0,2,217.6,0.42,1.24,59.84,8.017999999999999,1,0,0
CAR189,32.01,85,58.4,2096.0,37.9,1,2,419.0,0.47,1.07,58.91,22.253,1,0,0
CAR084,24.13,20,45.6,2010.0,20.0,0,1,313.5,0.08,2.1,92.0,13.288,1,0,0
CAR161,43.13,20,37.7,1981.0,34.2,1,1,72.0,0.86,2.25,78.92,13.645,0,0,1
CAR074,36.81,0,64.7,2172.0,33.6,1,0,188.2,0.12,2.45,147.63,13.268,1,0,0
CAR168,42.6,10,43.6,2835.0,22.9,1,0,85.2,0.39,2.54,114.6,10.791,0,1,0
CAR107,43.18,0,60.1,1331.0,27.2,0,2,183.9,0.2,0.44,26.52,2.818,1,0,0
CAR197,24.42,10,49.0,2148.0,21.5,0,0,259.5,0.28,2.84,145.9,17.013,1,0,0
CAR006,12.57,10,29.7,1779.0,27.85,0,1,322.6,0.54,2.32,69.3,7.569,0,1,0
CAR067,37.31,10,50.4,1922.0,26.2,0,0,108.7,0.85,3.82,168.86,21.626,1,0,0
CAR025,13.02,20,69.9,2871.0,39.9,1,0,113.1,0.57,2.4,152.05,12.369,0,0,1
CAR088,30.74,10,56.7,2483.0,44.3,0,1,410.5,0.49,0.69,39.82,6.447,1,0,0
CAR182,33.27,20,92.5,1610.0,29.1,0,1,210.9,0.14,0.51,41.3,5.373,0,1,0
CAR120,9.13,20,68.4,1823.0,34.2,1,2,399.8,0.28,0.98,67.32,8.6735,0,0,1
CAR063,43.93,20,40.3,2252.0,19.9,1,0,368.6,0.36,1.93,78.84,11.826,0,0,1
CAR117,10.1,20,38.3,2940.0,32.5,0,0,322.9,0.15,2.01,67.53,8.686,0,1,0
CAR152,21.08,20,52.6,1964.0,18.9,1,0,306.7,0.12,2.66,134.24,18.672,1,0,0
CAR002,37.49,10,46.4,2705.0,40.3,0,0,329.2,0.66,0.58,26.12,3.653,1,0,0
CAR123,23.27,0,39.1,2717.0,18.5,0,0,166.4,0.43,4.19,143.44,11.284,1,0,0
CAR092,9.3,0,62.9,2769.0,23.5,0,0,190.5,0.54,1.91,105.67,8.835,1,0,0
CAR124,35.98,20,62.4,2404.0,18.7,0,0,285.0,0.54,3.22,177.01,28.593,0,0,1
CAR179,16.46,20,62.4,2966.0,32.9,0,2,259.3,0.15,1.2,75.97,10.484,0,1,0
CAR030,28.37,20,68.8,3139.0,27.9,0,0,309.5,0.54,3.91,233.47,26.9515,0,1,0
CAR170,36.16,85,37.1,3400.0,23.7,1,1,346.1,0.67,2.3,78.35,26.865,0,1,0
CAR179,31.5,20,53.3,1454.0,33.5,1,1,398.2,0.42,3.78,204.93,29.925,1,0,0
CAR192,5.35,20,44.6,2131.0,15.8,0,2,146.0,0.42,3.19,137.53,5.0825,1,0,0
CAR097,20.74,20,53.9,1334.0,27.9,0,0,219.7,0.16,4.0,225.29,19.703,0,1,0
CAR039,4.48,10,5.0,2402.0,22.2,1,0,157.9,0.68,0.5,2.3,0.241,0,1,0
CAR174,11.28,10,68.9,2405.0,48.0,1,0,235.3,0.13,3.58,214.18,10.716,0,1,0
CAR081,27.71,0,35.5,3231.0,32.9,0,0,322.5,0.66,0.29,10.33,0.868,0,1,0
CAR028,14.26,0,12.3,1164.0,34.4,1,2,325.4,0.61,3.65,45.39,5.002,0,0,1
CAR140,37.31,20,47.9,3113.0,32.5,1,2,323.3,0.58,0.82,40.99,7.589,1,0,0
CAR179,40.54,10,54.4,2208.0,35.7,0,2,338.0,0.56,3.23,169.49,23.27,1,0,0
CAR145,9.76,10,54.9,1957.0,20.4,0,1,433.1,0.24,2.43,125.24,9.272,0,1,0
CAR099,33.9,20,46.1,1280.0,18.1,0,2,124.8,0.86,3.54,148.5,26.013,1,0,0
CAR076,35.38,20,59.5,1506.0,10.8,0,1,221.9,0.68,2.57,155.9,25.218,1,0,0
CAR108,32.6,10,81.4,2539.0,24.3,0,2,211.3,0.49,0.64,46.39,5.594,0,0,1
CAR163,23.74,0,41.5,1443.0,26.4,0,1,295.0,0.63,2.56,111.24,9.389,0,0,1
CAR019,13.08,10,31.8,1820.0,34.0,1,1,423.3,0.35,3.85,119.69,12.426,1,0,0
CAR200,16.42,10,65.3,2124.0,31.3,0,1,90.1,0.45,3.51,211.11,15.599,0,1,0
CAR126,3.76,10,43.7,3467.0,31.0,1,0,304.6,0.22,0.81,35.71,3.572,0,1,0
CAR104,31.97,0,42.4,1941.0,39.8,0,2,111.3,0.11,3.07,127.83,11.822,0,0,1
CAR168,3.93,20,57.3,754.0,30.4,0,0,361.5,0.63,1.31,73.77,3.7335,1,0,0
CAR119,19.36,10,58.8,2282.0,35.2,0,0,334.1,0.69,4.07,211.0,18.392,1,0,0
CAR004,5.34,85,48.6,2509.0,40.1,0,1,192.9,0.13,4.21,204.73,5.073,1,0,0
CAR133,33.7,10,79.2,2869.0,24.5,1,1,108.3,0.49,2.97,246.85,30.488,0,0,1
